,Area_name,all_ages_poverty_2018,all_ages_poverty_rate_2018,median_HH_2018
700,Vermilion County,"14,256",19.3,44638
701,Wabash County,"1,645",14.4,53414
702,Warren County,"2,069",12.9,53532
703,Washington County,"1,016",7.4,66937
704,Wayne County,"2,234",13.8,50471
705,White County,"1,637",12.3,49507
706,Whiteside County,"5,732",10.5,57197
707,Will County,"44,038",6.4,86108
708,Williamson County,"9,356",14.4,46187
709,Winnebago County,"45,006",16.1,53795
710,Woodford County,"2,662",7.1,72247
711,Indiana,"844,165",13.0,55725
712,Adams County,"4,056",11.6,56693
713,Allen County,"49,641",13.5,54473
714,Bartholomew County,"8,238",10.1,63067
715,Benton County,985,11.5,51649
716,Blackford County,"1,651",14.1,45161
717,Boone County,"3,585",5.4,85876
718,Brown County,"1,519",10.1,60944
719,Carroll County,"1,756",8.8,57092
720,Cass County,"5,004",13.5,48598
721,Clark County,"12,975",11.2,56774
722,Clay County,"3,545",13.8,52699
723,Clinton County,"3,732",11.9,51730
724,Crawford County,"1,654",15.8,44152
725,Daviess County,"3,752",11.5,55434
726,Dearborn County,"4,577",9.4,66502
727,Decatur County,"3,077",11.7,57441
728,De Kalb County,"4,309",10.1,58987
729,Delaware County,"23,799",22.5,43096
730,Dubois County,"3,155",7.6,62126
731,Elkhart County,"23,202",11.5,59251
732,Fayette County,"3,280",14.5,47737
733,Floyd County,"7,231",9.5,64992
734,Fountain County,"1,799",11.2,53493
735,Franklin County,"1,939",8.6,62251
736,Fulton County,"2,684",13.6,52798
737,Gibson County,"3,460",10.6,56960
738,Grant County,"12,140",19.9,45138
739,Greene County,"4,423",14.0,46835
740,Hamilton County,"13,797",4.2,101740
741,Hancock County,"4,236",5.6,73831
742,Harrison County,"3,690",9.3,60379
743,Hendricks County,"9,657",5.9,80834
744,Henry County,"6,434",14.4,50183
745,Howard County,"9,942",12.3,55365
746,Huntington County,"3,532",10.1,53809
747,Jackson County,"5,183",12.0,55518
748,Jasper County,"3,037",9.4,66720
749,Jay County,"2,653",13.0,48392
750,Jefferson County,"4,663",15.5,51031
751,Jennings County,"4,026",14.8,51560
752,Johnson County,"11,784",7.7,69880
753,Knox County,"5,447",15.7,48606
754,Kosciusko County,"6,949",9.0,57367
755,Lagrange County,"3,018",7.8,67498
756,Lake County,"74,864",15.7,55280
757,La Porte County,"16,212",15.7,52095
758,Lawrence County,"5,629",12.5,53187
759,Madison County,"20,908",17.0,49522
760,Marion County,"160,661",17.2,48409
761,Marshall County,"5,212",11.5,55766
762,Martin County,"1,186",11.8,55444
763,Miami County,"5,172",16.1,47624
764,Monroe County,"28,177",21.4,48883
765,Montgomery County,"4,006",10.8,53700
766,Morgan County,"7,339",10.6,66151
767,Newton County,"1,418",10.3,53060
768,Noble County,"4,224",9.1,61341
769,Ohio County,560,9.7,58022
770,Orange County,"2,979",15.6,44968
771,Owen County,"2,597",12.6,49731
772,Parke County,"2,406",15.7,49639
773,Perry County,"2,167",12.4,52332
774,Pike County,"1,345",11.1,54265
775,Porter County,"14,826",8.9,69298
776,Posey County,"2,311",9.2,68162
777,Pulaski County,"1,494",12.2,49730
778,Putnam County,"3,978",12.2,54718
779,Randolph County,"3,322",13.6,46441
780,Ripley County,"3,117",11.1,57436
781,Rush County,"1,760",10.7,53271
782,St. Joseph County,"35,068",13.5,54674
783,Scott County,"3,642",15.5,44913
784,Shelby County,"5,065",11.6,57193
785,Spencer County,"1,839",9.2,56862
786,Starke County,"2,512",11.0,49972
787,Steuben County,"3,638",11.0,58295
788,Sullivan County,"2,513",13.7,47554
789,Switzerland County,"1,873",17.7,47713
790,Tippecanoe County,"32,114",18.1,52269
791,Tipton County,"1,250",8.4,60896
792,Union County,742,10.7,50300
793,Vanderburgh County,"26,349",15.1,50500
794,Vermillion County,"2,306",15.2,49287
795,Vigo County,"18,824",19.2,48335
796,Wabash County,"3,631",12.4,51487
797,Warren County,796,9.8,60596
798,Warrick County,"4,373",7.1,75534
799,Washington County,"3,703",13.4,44534
800,Wayne County,"10,094",16.0,45130
801,Wells County,"2,344",8.5,60010
802,White County,"2,025",8.5,58380
803,Whitley County,"2,377",7.1,67758
804,Iowa,"342,574",11.2,60071
805,Adair County,667,9.7,54282
806,Adams County,460,12.7,51577
807,Allamakee County,"1,581",11.7,53359
808,Appanoose County,"1,864",15.2,44298
809,Audubon County,589,11.0,51210
810,Benton County,"2,000",7.9,62799
811,Black Hawk County,"20,811",16.3,52320
812,Boone County,"2,274",8.8,63099
813,Bremer County,"1,547",6.6,74646
814,Buchanan County,"2,224",10.6,59724
815,Buena Vista County,"1,932",10.2,52683
816,Butler County,"1,290",9.0,57971
817,Calhoun County,"1,023",11.3,54865
818,Carroll County,"1,576",8.0,60531
819,Cass County,"1,594",12.6,50356
820,Cedar County,"1,391",7.6,67597
821,Cerro Gordo County,"4,316",10.4,51939
822,Cherokee County,"1,032",9.4,56312
823,Chickasaw County,"1,019",8.6,64190
824,Clarke County,"1,036",11.2,52541
825,Clay County,"1,531",9.7,56338
826,Clayton County,"1,627",9.4,53968
827,Clinton County,"5,727",12.5,51317
828,Crawford County,"2,072",12.3,54828
829,Dallas County,"4,687",5.2,87267
830,Davis County,"1,130",12.7,54830
831,Decatur County,"1,458",20.3,41101
832,Delaware County,"1,521",9.0,61342
833,Des Moines County,"4,887",12.7,51805
834,Dickinson County,"1,330",7.8,55603
835,Dubuque County,"10,555",11.3,60367
836,Emmet County,993,11.2,51497
837,Fayette County,"2,203",11.7,50893
838,Floyd County,"1,762",11.4,53811
839,Franklin County,984,9.9,59367
840,Fremont County,686,10.0,54658
841,Greene County,"1,073",12.1,51861
842,Grundy County,819,6.8,65060
843,Guthrie County,"1,198",11.4,60306
844,Hamilton County,"1,230",8.4,56738
845,Hancock County,902,8.5,60859
846,Hardin County,"1,594",9.9,55303
847,Harrison County,"1,347",9.7,60044
848,Henry County,"2,020",11.0,55856
849,Howard County,921,10.2,53500
850,Humboldt County,911,9.7,60166
851,Ida County,693,10.3,60312
852,Iowa County,"1,177",7.4,64188
853,Jackson County,"2,123",11.1,54663
854,Jasper County,"3,633",10.2,60378
855,Jefferson County,"2,740",16.3,46715
856,Johnson County,"22,536",15.8,64387
857,Jones County,"2,223",11.4,55405
858,Keokuk County,"1,258",12.5,52122
859,Kossuth County,"1,477",10.1,55486
860,Lee County,"4,758",14.6,48241
861,Linn County,"20,652",9.4,64878
862,Louisa County,"1,183",10.7,49585
863,Lucas County,"1,290",15.1,49956
864,Lyon County,806,6.9,69048
865,Madison County,"1,127",7.0,74794
866,Mahaska County,"2,639",12.4,56492
867,Marion County,"2,938",9.2,63491
868,Marshall County,"4,340",11.3,59552
869,Mills County,"1,257",8.6,64271
870,Mitchell County,955,9.2,59558
871,Monona County,"1,171",13.9,50530
872,Monroe County,885,11.6,56541
873,Montgomery County,"1,360",13.9,49966
874,Muscatine County,"4,973",11.8,58465
875,O'Brien County,"1,231",9.1,53147
876,Osceola County,559,9.4,60627
877,Page County,"1,858",13.5,54313
878,Palo Alto County,834,9.7,55322
879,Plymouth County,"1,999",8.1,66360
880,Pocahontas County,731,11.1,55865
881,Polk County,"47,499",9.9,68479
882,Pottawattamie County,"10,760",11.8,56337
883,Poweshiek County,"1,795",10.6,56170
884,Ringgold County,684,14.3,48754
885,Sac County,"1,063",11.2,56698
886,Scott County,"21,030",12.4,59865
887,Shelby County,893,7.9,58862
888,Sioux County,"2,069",6.3,70162
889,Story County,"16,410",18.9,57464
890,Tama County,"1,896",11.4,56954
891,Taylor County,782,12.8,47781
892,Union County,"1,601",13.4,49887
893,Van Buren County,917,13.1,47905
894,Wapello County,"5,032",14.7,48226
895,Warren County,"3,502",7.1,78192
896,Washington County,"1,905",8.8,65849
897,Wayne County,817,13.0,46725
898,Webster County,"4,586",13.7,52093
899,Winnebago County,912,9.1,54433
900,Winneshiek County,"1,755",9.8,61807
901,Woodbury County,"13,835",13.8,60059
902,Worth County,717,9.8,58587
903,Wright County,"1,321",10.6,54802
904,Kansas,"336,892",11.9,58150
905,Allen County,"2,269",18.9,44423
906,Anderson County,"1,015",13.1,50646
907,Atchison County,"2,326",15.5,49332
908,Barber County,564,12.8,47634
909,Barton County,"3,673",14.5,49991
910,Bourbon County,"2,261",16.0,41807
911,Brown County,"1,264",13.3,47529
912,Butler County,"6,184",9.6,65953
913,Chase County,254,10.3,50981
914,Chautauqua County,553,17.2,41129
915,Cherokee County,"3,246",16.5,44475
916,Cheyenne County,322,12.4,43274
917,Clark County,254,13.1,51235
918,Clay County,839,10.7,52681
919,Cloud County,"1,320",16.0,44467
920,Coffey County,868,10.7,58371
921,Comanche County,186,11.2,46818
922,Cowley County,"5,109",15.4,47864
923,Crawford County,"6,547",17.7,43852
924,Decatur County,378,13.6,44774
925,Dickinson County,"2,006",10.9,50605
926,Doniphan County,955,13.3,50949
927,Douglas County,"19,181",17.0,57120
928,Edwards County,317,11.3,46962
929,Elk County,434,17.7,37360
930,Ellis County,"3,303",12.0,53840
931,Ellsworth County,622,11.9,50261
932,Finney County,"4,740",13.2,56206
933,Ford County,"3,818",11.6,56052
934,Franklin County,"2,337",9.3,58033
935,Geary County,"3,263",10.3,50856
936,Gove County,291,11.4,49626
937,Graham County,307,12.5,41906
938,Grant County,788,10.9,61614
939,Gray County,447,7.5,65771
940,Greeley County,135,11.3,51606
941,Greenwood County,861,14.5,43083
942,Hamilton County,365,14.1,51559
943,Harper County,766,14.3,45570
944,Harvey County,"3,411",10.4,57934
945,Haskell County,413,10.5,60808
946,Hodgeman County,210,11.7,54058
947,Jackson County,"1,375",10.5,56330
948,Jefferson County,"1,411",7.6,69246
949,Jewell County,420,15.0,44271
950,Johnson County,"32,334",5.5,87087
951,Kearny County,478,12.4,63248
952,Kingman County,786,11.1,56005
953,Kiowa County,286,12.1,64399
954,Labette County,"3,129",16.0,44571
955,Lane County,159,10.3,59240
956,Leavenworth County,"7,925",10.6,70807
957,Lincoln County,375,12.7,44439
958,Linn County,"1,244",12.9,47153
959,Logan County,253,9.1,50267
960,Lyon County,"5,142",16.1,47982
961,McPherson County,"2,881",10.5,58017
962,Marion County,"1,075",9.6,51712
963,Marshall County,"1,068",11.2,51066
964,Meade County,376,9.4,67220
965,Miami County,"2,603",7.9,71770
966,Mitchell County,669,11.4,51514
967,Montgomery County,"5,998",19.5,42479
968,Morris County,620,11.4,49287
969,Morton County,286,11.1,53785
970,Nemaha County,898,9.1,59567
971,Neosho County,"2,271",14.8,46176
972,Ness County,291,10.5,51757
973,Norton County,670,14.6,47252
974,Osage County,"1,953",12.5,53864
975,Osborne County,434,12.9,46101
976,Ottawa County,577,10.2,56451
977,Pawnee County,787,14.2,47039
978,Phillips County,646,12.4,47405
979,Pottawatomie County,"1,907",8.0,69975
980,Pratt County,"1,074",12.0,52567
981,Rawlins County,316,12.9,46638
982,Reno County,"7,266",12.3,49341
983,Republic County,502,11.0,48566
984,Rice County,"1,221",13.8,51686
985,Riley County,"13,273",20.7,47057
986,Rooks County,550,11.2,47365
987,Rush County,417,13.8,44121
988,Russell County,932,13.7,45879
989,Saline County,"5,812",11.0,53961
990,Scott County,373,7.8,63790
991,Sedgwick County,"67,722",13.4,56381
992,Seward County,"3,216",15.1,50671
993,Shawnee County,"24,062",13.9,53612
994,Sheridan County,297,11.9,50553
995,Sherman County,790,13.7,45966
996,Smith County,431,12.2,41899
997,Stafford County,549,13.4,47835
998,Stanton County,223,11.5,60136
999,Stevens County,588,10.7,58817
1000,Sumner County,"3,016",13.4,56946
1001,Thomas County,727,9.9,55345
1002,Trego County,316,11.6,48520
1003,Wabaunsee County,548,8.1,59744
1004,Wallace County,194,13.1,51350
1005,Washington County,655,12.4,48104
1006,Wichita County,247,11.9,59800
1007,Wilson County,"1,307",15.4,45697
1008,Woodson County,502,16.1,43894
1009,Wyandotte County,"30,035",18.4,47084
1010,Kentucky,"723,053",16.7,50189
1011,Adair County,"4,269",23.8,37392
1012,Allen County,"3,601",17.3,44624
1013,Anderson County,"2,239",10.0,60908
1014,Ballard County,"1,197",15.3,47658
1015,Barren County,"8,284",19.2,42439
1016,Bath County,"2,495",20.4,44183
1017,Bell County,"7,998",31.3,29362
1018,Boone County,"8,371",6.4,77696
1019,Bourbon County,"3,274",16.5,48614
1020,Boyd County,"8,229",18.3,48020
1021,Boyle County,"3,962",14.8,47528
1022,Bracken County,918,11.3,56432
1023,Breathitt County,"4,040",32.5,31182
1024,Breckinridge County,"3,761",18.8,47284
1025,Bullitt County,"7,596",9.5,61022
1026,Butler County,"2,213",17.7,43048
1027,Caldwell County,"2,254",18.0,43659
1028,Calloway County,"7,605",21.3,41873
1029,Campbell County,"11,741",13.1,60904
1030,Carlisle County,808,17.2,41249
1031,Carroll County,"1,620",15.6,47623
1032,Carter County,"8,154",31.1,32906
1033,Casey County,"4,001",26.0,34358
1034,Christian County,"11,906",18.2,40299
1035,Clark County,"5,712",16.0,50162
1036,Clay County,"7,015",38.2,28146
1037,Clinton County,"2,580",25.7,31118
1038,Crittenden County,"1,540",17.8,43624
1039,Cumberland County,"1,522",23.3,33541
1040,Daviess County,"15,026",15.3,51441
1041,Edmonson County,"2,110",17.4,43151
1042,Elliott County,"1,621",25.2,35446
1043,Estill County,"3,541",25.3,35701
1044,Fayette County,"45,485",14.6,55358
1045,Fleming County,"2,669",18.6,42571
1046,Floyd County,"12,084",34.2,33218
1047,Franklin County,"6,352",12.9,53134
1048,Fulton County,"1,705",30.2,32355
1049,Gallatin County,"1,319",15.1,49060
1050,Garrard County,"2,797",16.1,51203
1051,Grant County,"3,404",13.9,53965
1052,Graves County,"6,204",16.9,46785
1053,Grayson County,"5,431",21.4,40780
1054,Green County,"1,961",18.0,36782
1055,Greenup County,"5,747",16.6,49457
1056,Hancock County,"1,038",12.0,56769
1057,Hardin County,"14,254",13.4,52278
1058,Harlan County,"8,638",33.4,29521
1059,Harrison County,"2,865",15.5,51709
1060,Hart County,"4,120",22.2,37038
1061,Henderson County,"7,235",16.3,51161
1062,Henry County,"2,273",14.3,53405
1063,Hickman County,743,17.7,44290
1064,Hopkins County,"7,908",18.1,45512
1065,Jackson County,"3,506",26.5,35317
1066,Jefferson County,"115,810",15.4,55860
1067,Jessamine County,"6,562",12.6,59443
1068,Johnson County,"5,455",25.0,39381
1069,Kenton County,"16,923",10.4,64644
1070,Knott County,"4,612",32.1,32228
1071,Knox County,"9,719",31.9,30742
1072,Larue County,"2,133",15.3,45458
1073,Laurel County,"12,290",20.6,41425
1074,Lawrence County,"3,920",25.5,36667
1075,Lee County,"2,163",34.4,29124
1076,Leslie County,"3,042",30.8,31921
1077,Letcher County,"6,717",31.1,32321
1078,Lewis County,"3,292",25.2,35751
1079,Lincoln County,"4,995",20.6,42190
1080,Livingston County,"1,268",13.9,48182
1081,Logan County,"4,781",18.0,46742
1082,Lyon County,"1,012",14.5,48395
1083,McCracken County,"9,423",14.7,48950
1084,McCreary County,"5,274",33.7,30029
1085,McLean County,"1,263",13.9,48080
1086,Madison County,"14,065",16.5,51897
1087,Magoffin County,"3,463",28.4,30950
1088,Marion County,"3,229",17.1,45661
1089,Marshall County,"3,715",12.1,52388
1090,Martin County,"3,875",39.1,28925
1091,Mason County,"3,057",18.2,41807
1092,Meade County,"3,245",11.4,57613
1093,Menifee County,"1,669",26.4,34002
1094,Mercer County,"2,759",12.8,53921
1095,Metcalfe County,"2,298",23.3,35906
1096,Monroe County,"2,415",23.0,35596
1097,Montgomery County,"4,232",15.3,46629
1098,Morgan County,"3,102",27.3,35848
1099,Muhlenberg County,"5,054",17.4,43722
1100,Nelson County,"5,530",12.2,55602
1101,Nicholas County,"1,093",15.5,41428
1102,Ohio County,"4,054",17.2,44751
1103,Oldham County,"3,463",5.6,102136
1104,Owen County,"1,707",15.8,48998
1105,Owsley County,"1,706",39.2,26278
1106,Pendleton County,"2,222",15.5,54583
1107,Perry County,"7,355",28.9,33108
1108,Pike County,"13,499",23.8,37124
1109,Powell County,"2,666",22.0,37776
1110,Pulaski County,"12,392",19.5,41541
1111,Robertson County,396,19.1,45146
1112,Rockcastle County,"3,732",22.8,37732
1113,Rowan County,"4,882",22.7,41196
1114,Russell County,"3,792",21.6,34648
1115,Scott County,"4,557",8.3,73500
1116,Shelby County,"4,714",10.0,66056
1117,Simpson County,"2,271",12.5,51769
1118,Spencer County,"1,363",7.3,85899
1119,Taylor County,"4,635",19.2,45429
1120,Todd County,"2,055",17.1,51027
1121,Trigg County,"1,901",13.1,49767
1122,Trimble County,"1,393",16.5,51674
1123,Union County,"2,327",16.3,47067
1124,Warren County,"20,486",16.5,53478
1125,Washington County,"1,644",13.8,50246
1126,Wayne County,"5,629",28.1,33701
1127,Webster County,"2,329",18.4,47132
1128,Whitley County,"8,849",25.7,36863
1129,Wolfe County,"2,202",31.4,30144
1130,Woodford County,"2,438",9.4,66164
1131,Louisiana,"848,005",18.7,48021
1132,Acadia Parish,"15,378",25.2,40484
1133,Allen Parish,"4,177",19.6,44395
1134,Ascension Parish,"13,341",10.8,77758
1135,Assumption Parish,"4,562",20.7,48120
1136,Avoyelles Parish,"10,158",27.4,37731
1137,Beauregard Parish,"5,528",15.4,57005
1138,Bienville Parish,"3,481",26.9,34047
1139,Bossier Parish,"17,888",14.4,56754
1140,Caddo Parish,"52,996",22.4,40467
1141,Calcasieu Parish,"29,744",14.9,50531
1142,Caldwell Parish,"1,950",20.8,40842
1143,Cameron Parish,962,13.9,57299
1144,Catahoula Parish,"2,273",26.0,35812
1145,Claiborne Parish,"4,245",32.7,33659
1146,Concordia Parish,"4,923",27.2,35840
1147,De Soto Parish,"4,959",18.3,44457
1148,East Baton Rouge Parish,"71,761",16.7,52945
1149,East Carroll Parish,"2,720",45.7,27714
1150,East Feliciana Parish,"3,319",19.6,45174
1151,Evangeline Parish,"8,748",27.3,34113
1152,Franklin Parish,"5,318",27.3,34446
1153,Grant Parish,"3,891",20.0,43502
1154,Iberia Parish,"16,816",24.1,42909
1155,Iberville Parish,"6,880",23.8,47917
1156,Jackson Parish,"3,206",21.6,40828
1157,Jefferson Parish,"67,200",15.6,50871
1158,Jefferson Davis Parish,"5,462",17.7,44492
1159,Lafayette Parish,"36,301",15.3,57821
1160,Lafourche Parish,"15,989",16.6,52651
1161,La Salle Parish,"2,659",19.5,45742
1162,Lincoln Parish,"10,940",25.8,36525
1163,Livingston Parish,"15,562",11.3,63088
1164,Madison Parish,"4,000",41.7,28452
1165,Morehouse Parish,"6,738",27.4,34023
1166,Natchitoches Parish,"11,951",32.8,36298
1167,Orleans Parish,"90,329",23.8,38855
1168,Ouachita Parish,"31,790",21.3,44371
1169,Plaquemines Parish,"3,582",15.5,58643
1170,Pointe Coupee Parish,"4,428",20.3,46603
1171,Rapides Parish,"24,641",19.4,48116
1172,Red River Parish,"1,911",23.1,36865
1173,Richland Parish,"5,051",26.2,35103
1174,Sabine Parish,"5,430",23.1,36423
1175,St. Bernard Parish,"9,306",20.1,43983
1176,St. Charles Parish,"6,652",12.8,67585
1177,St. Helena Parish,"1,983",19.6,38699
1178,St. James Parish,"3,492",16.8,53903
1179,St. John the Baptist Parish,"7,766",18.2,50830
1180,St. Landry Parish,"26,696",32.7,36624
1181,St. Martin Parish,"10,179",19.3,46229
1182,St. Mary Parish,"10,285",21.0,39764
1183,St. Tammany Parish,"30,253",11.8,67054
1184,Tangipahoa Parish,"23,304",17.9,47128
1185,Tensas Parish,"1,404",31.6,28962
1186,Terrebonne Parish,"18,950",17.3,51665
1187,Union Parish,"3,924",18.0,43584
1188,Vermilion Parish,"10,826",18.3,48263
1189,Vernon Parish,"7,951",17.5,47664
1190,Washington Parish,"11,028",24.6,36850
1191,Webster Parish,"9,764",26.0,35070
1192,West Baton Rouge Parish,"3,299",12.8,58205
1193,West Carroll Parish,"2,455",23.3,39332
1194,West Feliciana Parish,"2,470",24.4,60296
1195,Winn Parish,"2,829",22.8,40133
1196,Maine,"151,458",11.6,55579
1197,Androscoggin County,"12,838",12.3,49935
1198,Aroostook County,"9,988",15.3,39450
1199,Cumberland County,"23,332",8.2,71586
1200,Franklin County,"4,141",14.5,49561
1201,Hancock County,"6,233",11.6,52148
1202,Kennebec County,"13,290",11.2,52154
1203,Knox County,"4,209",11.0,56678
1204,Lincoln County,"3,751",11.1,56211
1205,Oxford County,"9,490",16.7,44243
1206,Penobscot County,"21,154",14.7,47840
1207,Piscataquis County,"2,883",17.5,40066
1208,Sagadahoc County,"3,059",8.7,65969
1209,Somerset County,"8,011",16.1,43755
1210,Waldo County,"5,333",13.7,49482
1211,Washington County,"5,613",18.3,39522
1212,York County,"18,133",9.0,65984
1213,Maryland,"538,824",9.1,83076
1214,Allegany County,"10,570",16.7,43535
1215,Anne Arundel County,"39,231",7.0,97051
1216,Baltimore County,"79,482",9.9,75836
1217,Calvert County,"4,912",5.4,106270
1218,Caroline County,"4,320",13.2,56627
1219,Carroll County,"9,828",6.0,95956
1220,Cecil County,"8,406",8.3,72739
1221,Charles County,"10,487",6.6,92616
1222,Dorchester County,"4,851",15.4,48682
1223,Frederick County,"15,552",6.2,95196
1224,Garrett County,"3,483",12.2,49147
1225,Harford County,"17,528",7.0,87959
1226,Howard County,"16,874",5.2,116719
1227,Kent County,"2,329",12.9,55514
1228,Montgomery County,"72,247",6.9,107758
1229,Prince George's County,"73,777",8.3,82445
1230,Queen Anne's County,"3,237",6.5,93751
1231,St. Mary's County,"8,770",8.0,89964
1232,Somerset County,"4,758",23.4,42098
1233,Talbot County,"3,377",9.2,64245
1234,Washington County,"15,871",11.1,62556
1235,Wicomico County,"14,327",14.6,54313
1236,Worcester County,"5,300",10.4,59266
1237,Baltimore city,"109,306",18.9,50501
1238,Massachusetts,"668,402",10.0,79817
1239,Barnstable County,"16,661",8.0,69001
1240,Berkshire County,"13,673",11.3,58375
1241,Bristol County,"59,147",10.8,66005
1242,Dukes County,"1,316",7.7,70224
1243,Essex County,"82,387",10.7,76373
1244,Franklin County,"7,395",10.6,58992
1245,Hampden County,"76,016",16.7,52682
1246,Hampshire County,"15,397",11.1,74456
1247,Middlesex County,"113,717",7.3,100374
1248,Nantucket County,669,5.9,97525
1249,Norfolk County,"44,959",6.5,100184
1250,Plymouth County,"31,285",6.2,89678
1251,Suffolk County,"133,144",17.5,68743
1252,Worcester County,"72,636",9.0,71767
1253,Michigan,"1,369,235",14.0,56640
1254,Alcona County,"1,995",19.5,39862
1255,Alger County,"1,019",12.6,47441
1256,Allegan County,"12,429",10.7,62247
1257,Alpena County,"4,277",15.3,42792
1258,Antrim County,"2,439",10.6,56456
1259,Arenac County,"2,360",15.9,42540
1260,Baraga County,"1,126",15.4,43435
1261,Barry County,"5,100",8.5,64121
1262,Bay County,"16,044",15.6,50576
1263,Benzie County,"1,812",10.3,51905
1264,Berrien County,"23,151",15.3,51509
1265,Branch County,"6,034",14.5,50477
1266,Calhoun County,"22,602",17.3,48413
1267,Cass County,"5,727",11.2,55978
1268,Charlevoix County,"2,756",10.6,54491
1269,Cheboygan County,"3,359",13.4,48589
1270,Chippewa County,"5,608",17.1,47380
1271,Clare County,"6,253",20.6,39394
1272,Clinton County,"5,896",7.5,70967
1273,Crawford County,"1,862",13.6,46930
1274,Delta County,"4,380",12.4,49292
1275,Dickinson County,"2,703",10.8,52348
1276,Eaton County,"9,987",9.3,66716
1277,Emmet County,"2,725",8.3,58891
1278,Genesee County,"75,251",18.8,48370
1279,Gladwin County,"3,905",15.6,44635
1280,Gogebic County,"2,404",17.5,39934
1281,Grand Traverse County,"8,656",9.5,64591
1282,Gratiot County,"5,679",16.2,48988
1283,Hillsdale County,"5,958",13.5,50388
1284,Houghton County,"6,316",19.0,42282
1285,Huron County,"3,876",12.6,45817
1286,Ingham County,"49,916",18.1,52837
1287,Ionia County,"5,822",9.9,61667
1288,Iosco County,"3,724",15.1,41256
1289,Iron County,"1,531",14.2,40959
1290,Isabella County,"15,106",23.4,47056
1291,Jackson County,"20,553",13.7,52047
1292,Kalamazoo County,"36,927",14.4,55881
1293,Kalkaska County,"2,481",14.1,46068
1294,Kent County,"72,623",11.3,61675
1295,Keweenaw County,253,12.0,51641
1296,Lake County,"2,559",22.3,36044
1297,Lapeer County,"8,723",10.1,65209
1298,Leelanau County,"1,519",7.0,67349
1299,Lenawee County,"9,668",10.4,55762
1300,Livingston County,"9,560",5.0,84048
1301,Luce County,"1,063",20.7,43196
1302,Mackinac County,"1,431",13.4,46645
1303,Macomb County,"95,731",11.0,62191
1304,Manistee County,"3,026",13.1,47401
1305,Marquette County,"8,824",14.1,54093
1306,Mason County,"3,455",12.1,51083
1307,Mecosta County,"7,368",18.4,45804
1308,Menominee County,"2,810",12.4,46486
1309,Midland County,"9,217",11.3,58057
1310,Missaukee County,"1,920",12.9,48413
1311,Monroe County,"14,891",10.0,62522
1312,Montcalm County,"8,709",14.3,50396
1313,Montmorency County,"1,659",18.2,40650
1314,Muskegon County,"26,321",15.7,49960
1315,Newaygo County,"7,522",15.6,48860
1316,Oakland County,"102,052",8.2,80319
1317,Oceana County,"4,070",15.5,50374
1318,Ogemaw County,"3,289",15.9,41201
1319,Ontonagon County,810,14.1,40798
1320,Osceola County,"4,032",17.6,45607
1321,Oscoda County,"1,408",17.1,38927
1322,Otsego County,"2,771",11.4,51292
1323,Ottawa County,"19,087",6.8,70420
1324,Presque Isle County,"1,782",14.2,45502
1325,Roscommon County,"4,038",17.1,38613
1326,Saginaw County,"31,323",17.0,48805
1327,St. Clair County,"21,745",13.8,56557
1328,St. Joseph County,"8,191",13.6,52689
1329,Sanilac County,"6,477",15.9,46184
1330,Schoolcraft County,"1,044",13.2,44887
1331,Shiawassee County,"7,279",10.8,54149
1332,Tuscola County,"6,580",12.7,51113
1333,Van Buren County,"11,432",15.3,57363
1334,Washtenaw County,"52,258",15.0,72267
